
[[  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [-29.34906076 -29.10154901 -30.        ]
 [-39.61888819 -39.65670083 -39.61285804]
 [-39.56930087 -39.35113737 -39.30525706]
 [-41.95275395 -41.86590028 -41.92563321]
 [-43.7709069  -43.7725251  -42.56322762]
 [-43.89640295 -42.57154078 -43.90402015]
 [-42.84769785 -44.02411189 -44.01732079]
 [-44.19880934 -44.15550132 -39.19038647]
 [-44.18207695 -38.98400479 -44.24411483]
 [-44.22483673 -38.59815965 -44.20382272]
 [-44.83328042 -39.01003025 -44.8731545 ]
 [-38.9759331  -44.98985837 -44.98510376]
 [-45.09740772 -43.13517875 -45.09048835]
 [-45.37236603 -45.28084193 -44.15730751]
 [-45.19567019 -45.13511798 -41.82484452]
 [-44.77343106 -44.71473903 -39.36155205]
 [-44.19435049 -44.177589   -38.55175282]
 [-43.60832136 -43.56926417 -38.58773032]
 [-42.98947696 -43.06466296 -38.12868775]
 [-42.40860522 -42.43485008 -37.70577214]
 [-41.88232734 -41.81007328 -37.24004331]
 [-41.32720065 -41.29191622 -36.70953719]
 [-40.64086443 -40.64265627 -40.21802296]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]] , 
[[  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [-37.19720441 -37.40783086 -37.68894586]
 [-39.1096065  -38.91838373 -38.9444516 ]
 [-39.56668856 -39.43926341 -39.85415436]
 [-43.25310429 -43.16383518 -43.31938396]
 [-44.24048499 -44.26359635 -44.25860649]
 [-44.30014356 -44.47634258 -44.42127847]
 [-44.50988885 -44.63187434 -39.63462467]
 [-39.57938363 -44.70656199 -44.73367435]
 [-44.90689147 -39.70457842 -44.90373605]
 [-39.68660661 -45.43862332 -45.51338312]
 [-39.66120318 -45.86850069 -45.87616348]
 [-46.26434825 -45.30014703 -46.23059916]
 [-46.01896745 -46.05825051 -45.35487713]
 [-45.92394992 -45.95019911 -44.34237962]
 [-45.50633244 -45.50223598 -43.10535601]
 [-45.09735164 -45.01235399 -42.90347884]
 [-44.54464498 -44.47762169 -44.22861696]
 [-44.08443804 -44.01796752 -43.53733312]
 [-43.43470148 -43.44210364 -42.5710257 ]
 [-42.84190967 -42.85452388 -40.64400857]
 [-42.15567198 -42.11451826 -38.45333783]
 [-41.42976278 -41.38546857 -37.74309658]
 [-40.63909956 -40.657981   -36.18883078]
 [-40.06221055 -40.07260478 -35.47092127]
 [-39.33934194 -39.41726957 -37.0915631 ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]] , 
[[  0.           0.         -30.        ]
 [-28.8886916  -28.01159073 -30.        ]
 [-35.87218039 -36.15099282 -36.41961636]
 [-38.99321018 -39.04339301 -39.10959186]
 [-41.04144363 -41.40795887 -40.92434985]
 [-43.61586802 -44.07222741 -44.12602455]
 [-44.82654773 -44.83639718 -44.89170305]
 [-45.04062272 -45.01815919 -41.61192021]
 [-40.12004597 -45.23466604 -45.22533932]
 [-45.55394104 -45.56370877 -40.87960188]
 [-40.51317928 -46.14025311 -46.20771333]
 [-46.66979851 -40.65211927 -46.65977787]
 [-46.98697848 -46.63793849 -46.96366319]
 [-46.96587348 -46.06573674 -46.96813481]
 [-46.76609032 -46.8159749  -45.86371327]
 [-46.60954973 -46.540815   -46.16857478]
 [-46.05748976 -46.14799474 -46.06802074]
 [-45.61911573 -45.62101678 -45.57023471]
 [-45.19488436 -45.12196735 -44.98852569]
 [-44.74553756 -44.38529833 -44.73537216]
 [-44.27969654 -44.23879071 -43.76469709]
 [-43.68021269 -43.60610704 -43.07849109]
 [-42.73587002 -42.74886298 -42.37246962]
 [-42.0093682  -42.02858993 -41.81978244]
 [-41.13222377 -41.14492616 -39.22445989]
 [-40.26390656 -40.26889352 -36.74305062]
 [-39.4961976  -39.49292179 -34.25938546]
 [-38.88622462 -38.86441528 -33.45467466]
 [-37.94830642 -37.92895621 -37.7990164 ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]] , 
[[  0.           0.         -30.        ]
 [-32.60421019 -31.6190208  -31.40722426]
 [-37.62649467 -37.48199188 -37.71284907]
 [-39.1458838  -39.12030952 -39.05301667]
 [-42.55556016 -43.11291235 -42.85216856]
 [-44.72718071 -44.833682   -44.75705401]
 [-45.22423014 -43.97875137 -45.22384599]
 [-45.61607373 -41.1408326  -45.68511995]
 [-46.04356382 -41.35744061 -46.03782146]
 [-46.65014007 -46.69225924 -41.83974507]
 [-42.50157616 -47.26658789 -47.26511529]
 [-47.49902364 -47.22689903 -47.48090249]
 [-47.21806907 -47.73751723 -47.74351708]
 [-47.74359094 -47.72806758 -47.72946035]
 [-47.52749503 -47.47682526 -47.34678044]
 [-47.20904286 -47.2256408  -46.84515962]
 [-46.95482297 -46.92267183 -44.42963082]
 [-47.14516191 -43.84566806 -47.0746257 ]
 [-46.69107278 -46.69996865 -43.16131775]
 [-46.2634143  -46.23220447 -42.60578718]
 [-45.71027921 -45.77833856 -42.03114803]
 [-45.16315539 -45.14976203 -41.4467942 ]
 [-44.20118745 -44.18105573 -40.90093674]
 [-43.06062842 -42.93986468 -41.67620326]
 [-41.94069943 -41.94076202 -41.30369221]
 [-41.10871653 -41.01361647 -40.46083358]
 [-40.00833585 -39.76460961 -38.04748841]
 [-38.90285823 -38.89675494 -35.97143605]
 [-38.2889462  -38.34253227 -32.74338003]
 [-37.56281039 -37.56778448 -34.83015692]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]] , 
[[  0.           0.         -30.        ]
 [-34.33102653 -33.86750267 -33.47286286]
 [-38.25050462 -38.03342799 -38.05597974]
 [-41.19311851 -41.26835114 -40.82681644]
 [-43.66369601 -44.33410369 -44.21867238]
 [-45.31345341 -45.24867986 -45.30623586]
 [-45.75797049 -43.97045535 -45.78169956]
 [-42.076986   -46.39625664 -46.39955826]
 [-44.84480398 -46.97831004 -46.9464691 ]
 [-42.86030923 -47.50762272 -47.54748121]
 [-45.62701878 -48.00797854 -47.97783476]
 [-48.34939433 -47.26661102 -48.39286435]
 [-48.69785075 -48.74980709 -48.68923574]
 [-48.51054661 -48.10494224 -48.43183477]
 [-49.06333473 -45.634621   -49.05817828]
 [-49.04161092 -49.03871137 -45.05885623]
 [-49.2040424  -44.4383496  -49.11064194]
 [-48.97513319 -48.93908239 -43.89586725]
 [-48.52364105 -48.59131566 -43.36763821]
 [-48.272079   -48.20256575 -42.88283525]
 [-48.35943975 -42.43082694 -48.14337224]
 [-47.13276421 -47.2553946  -41.58781633]
 [-46.51813645 -46.50839082 -40.88391021]
 [-44.59028206 -44.83084249 -40.33876351]
 [-43.34672097 -43.34367334 -39.79796229]
 [-42.30781173 -39.26134342 -42.16070582]
 [-40.82389177 -40.8849007  -39.86873364]
 [-39.60883889 -39.58267058 -39.22757622]
 [-38.62338011 -38.57481305 -36.44233594]
 [-37.79613037 -37.78112929 -31.94024846]
 [-36.99706477 -36.99776612 -31.57375162]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]
 [  0.           0.         -30.        ]] , 
[[-25.69815514 -25.83102485 -30.        ]
 [-34.67256618 -34.09931021 -34.11719448]
 [-38.68402967 -38.82769811 -39.00328433]
 [-43.16046076 -42.82893771 -43.04042041]
 [-44.73926283 -45.08599589 -44.98900859]
 [-45.86312235 -45.84663011 -45.28547635]
 [-46.49850337 -46.49715975 -42.9517076 ]
 [-43.08099421 -47.21474081 -47.21763668]
 [-47.75732295 -43.80874548 -47.74582766]
 [-45.72504005 -48.40942392 -48.42889976]
 [-47.40426083 -49.04965284 -48.97699051]
 [-49.39793177 -48.87205006 -49.40040709]
 [-49.32042257 -49.31692412 -47.44563075]
 [-50.20026233 -46.78633371 -50.1874614 ]
 [-46.29322481 -50.58573969 -50.54475415]
 [-50.73927655 -45.71100936 -50.74532366]
 [-45.06129376 -51.17644191 -51.17668705]
 [-44.55012954 -51.7886311  -51.80692842]
 [-51.92116572 -51.94722323 -50.81008213]
 [-52.6221395  -50.20397112 -52.0743217 ]
 [-52.51777512 -51.87543294 -50.15588935]
 [-51.01900896 -41.53622105 -51.07123954]
 [-49.38657881 -41.0215189  -49.06597719]
 [-47.89919187 -47.76801246 -40.3044418 ]
 [-46.44212397 -46.34341264 -39.68273676]
 [-44.28691258 -44.21752124 -39.09954721]
 [-42.42683132 -42.24438009 -38.48641692]
